Length,Load,E,I,Deflection
7.961781037571336,21.907976300978792,33755535563.35755,0.004914406397196655,6.909806572118155e-06
5.015595341022261,11.700997722479453,29831625857.348,0.004302244568710404,7.512415799946905e-07
9.436126723841705,46.86161541723453,32256866384.39396,0.009941888401686869,1.50848166235726e-05
4.403231591258895,31.854770335474047,30493661771.49491,0.003106316601013535,1.646053983459266e-06
7.287073023924287,7.158886766397836,30343736304.055565,0.005633393537757466,1.537650425613447e-06
4.285273078798786,49.740173411485095,31690040436.109467,0.0098791856453935,6.976155382160463e-07
4.5881108708715255,20.07377590458617,27111381440.988888,0.005140620482240951,8.310674597358107e-07
3.321270474065556,6.305099345349044,20250209372.152767,0.004296918738364771,1.1480506108791437e-07
8.066669625032432,33.69221280233031,28700721872.89298,0.007939700199376717,8.151705345641095e-06
3.351814735168184,14.188480279996979,23134320974.540585,0.0017692654616312364,5.696983057486197e-07
2.767501449541073,29.148596020724526,20616153232.348595,0.007852051030687505,1.3753622576673e-07
4.6362844293593755,34.55077659555755,21811041934.81429,0.0031011840782490495,3.0730733108033076e-06
7.9624804161852,10.77497953590569,24482770794.442097,0.008359721717376464,2.755474240045621e-06
9.852588248059586,6.42063818722626,34633994821.3628,0.002891892635545855,7.865630814836322e-06
3.1490431972977664,40.30154110312182,20573450834.909714,0.0008736448907063729,2.87099754873322e-06
8.540649530757342,5.788346876535591,27490153459.06926,0.005780447866311156,2.5235869867608985e-06
6.152279156823103,44.408939882741535,24511205893.20118,0.0021919561456629024,1.5419020274401284e-05
6.39515034681562,15.943838025283888,26979023053.444878,0.009845547034640294,1.3072800063450027e-06
8.71299079144784,13.819800560794882,24955081793.234707,0.0012412504229431902,3.348044090406845e-05
4.718805203969886,41.94627269086584,26719225101.56845,0.0029953343090478243,3.383694884430929e-06
2.5661590675770265,26.650196926981295,31101211683.572037,0.0024946473707644456,1.939487664352494e-07
8.492621408301819,11.921822315442451,20116023796.787453,0.006627899205893034,6.056621659927083e-06
6.067728180057374,28.082858097749156,27450662192.690174,0.004229316237124729,4.269348127009375e-06
5.465258432787055,15.224662269252697,32521664337.521454,0.008571869298183456,6.344259753162282e-07
3.307361135083635,9.65978258064914,29158860586.003525,0.0068797146720356184,7.502251690458911e-08
6.108069470932929,45.86597619134549,22078484945.668007,0.000611813471567334,6.153992876116507e-05
9.214916385277942,48.539417528176,28039115661.330593,0.0011425900426662678,0.00014224735142418296
6.153425401477124,43.80086515823553,25447642418.953865,0.006771027775329891,4.745555749850251e-06
2.2735750099781296,34.393816222292074,27320898654.79891,0.008140690975186502,5.380220132188091e-08
3.7137486551250305,9.904082319963525,29415416307.67723,0.004497520135785137,1.8541929947164793e-07
7.899956880171073,28.496821825456713,26273452139.83042,0.0017878787482086805,3.076655630349728e-05
9.589614050427354,32.188557250544065,29332549868.08128,0.0009036828606734244,0.00013371463481992138
5.994180301548689,15.11007571052684,28428768027.558247,0.006941193133358963,1.2871597794972569e-06
7.2749920472262195,17.14598539546339,33914074087.590466,0.005861964803320541,3.1456337078319757e-06
9.883627640053044,29.149078461181492,22779344996.381145,0.004741264184072934,3.353464576389377e-05
7.805468506503658,36.017346229562435,32109536804.4509,0.008390120499750643,6.46166077750352e-06
7.734792625306966,34.98852031549982,32840321527.671528,0.004466554802084966,1.1116779378264554e-05
5.182832767330098,46.91822908290472,26565627937.97432,0.0012407741938189414,1.3373230698718625e-05
6.145649373239536,26.433165623124363,31546457046.68341,0.005989464016240287,2.598486838825314e-06
4.608926823081959,11.22569567182573,26910864036.655205,0.004925589773498544,4.975828629030427e-07
7.041294147633047,29.289992739707174,24020362392.039185,0.008452198911705235,4.6176257204876265e-06
4.370787343473368,25.9435740066961,20246289560.430065,0.006905616527512648,8.817782655941195e-07
7.6576656317054965,9.931247896342175,31440983422.931202,0.006140701856343856,2.303106736246677e-06
5.135628878982449,24.49018780265379,20212778864.572926,0.009319206867613167,1.1776071879721345e-06
9.837250259677344,5.228563357123891,22980393181.31219,0.0022299319548149104,1.244133456180258e-05
5.586279761994471,30.647746191950496,23000075061.29483,0.009998457402128154,1.6899186318690285e-06
3.2153916205888473,33.18141568633796,29657379080.863018,0.0024313135797140104,6.404650710517532e-07
9.921251244507815,46.4929383432978,29177493683.299843,0.0063166014131420594,3.1824391514335145e-05
8.137107301909449,41.51609040411195,34153387757.843754,0.00798093462210855,8.694565002904438e-06
8.066640239159575,35.799966723255935,27576294322.104435,0.0012320329096460068,5.809435608410488e-05
9.211562981098893,6.752421421088453,30463225997.542164,0.007191364761904072,2.88964446856407e-06
6.262293130098682,32.8685191402009,21094630665.256077,0.008340377292719907,3.7410616468521245e-06
8.05264869635211,17.67748330368786,23608263438.84802,0.0049776113897524454,8.236243875858424e-06
7.014467426898729,31.976809853705138,31802180162.446156,0.005502161404370546,5.760530839748263e-06
4.428472254632299,34.80192966672077,25168132643.1375,0.008126521194645749,8.52122731286626e-07
7.0617095439101165,33.67667180502712,32012897358.641716,0.0076197367091954534,4.470358981794781e-06
4.704261668482297,43.3536797744653,22947114349.88191,0.002608174268393358,4.61919123937301e-06
6.834702810135147,45.693644452409956,29875966604.59124,0.004584208657892449,9.479529362683285e-06
4.643108781557808,43.20783647262582,32332007825.54319,0.005683319071903337,1.4229905675453217e-06
4.918052371859526,6.558260486892681,25348314405.45864,0.0014252313998584015,1.3828197445288583e-06
3.543266899767141,5.9341710864935155,28558510113.76762,0.006326453402727058,6.740908801795826e-08
2.9193893224328136,16.826411555903498,22087839940.20382,0.009802683828770597,7.350216075359856e-08
7.55077356005989,23.007982752082945,34804314813.36695,0.006104452531604537,4.583563997095225e-06
7.9896874882840265,20.19260498091454,34701519091.295906,0.004693011291285939,6.578853467983305e-06
6.6172975853851845,9.694389130163483,30273446191.48241,0.0028425445118866553,2.8126309723708256e-06
4.523761191889729,49.19310563887746,34041183402.21155,0.007418672936216481,1.0622110842749767e-06
7.5259881320107676,12.245743506603162,28550549287.547817,0.009237272897883422,1.9396341095830145e-06
5.244374645237084,23.829017834255595,24493599265.77368,0.002330606701281136,4.111479786632323e-06
2.615486094394165,29.31334178623967,29798416256.466225,0.0007080723659998416,8.465311533028373e-07
8.035941619645907,17.24276297291294,34252276729.74416,0.007612885943733002,3.5904919947132015e-06
5.027954801627797,46.28918076280823,26045570144.24879,0.007381909046927734,2.003462306147487e-06
8.438324772623009,14.203982531775278,30801286007.265713,0.007687855844543064,3.9600418395212844e-06
7.9917325915434025,21.03447681611328,32086827790.705227,0.00039632534940483503,8.785280543631298e-05
3.9706009219277503,20.404537261800055,32315599601.112278,0.003486848183840061,5.860642488269557e-07
9.285936474619183,21.143850196892462,29388220414.085968,0.0020634529515331647,3.375653232929294e-05
4.43370646670933,6.752124361107324,29601884564.635868,0.003049475880671338,3.763590799933312e-07
5.1840909399341335,35.02385895179789,22535083467.4929,0.009913369538763536,1.4743912815325881e-06
3.131990875881426,34.14350649738459,30543757911.199146,0.0042138700158920435,3.323726269385455e-07
9.525108807556395,40.94833701085421,27991355418.65063,0.00551316669609941,2.8440012168930277e-05
3.443906056045356,41.864614076655315,24857495484.66635,0.001909786907836835,1.6152835696570922e-06
2.5873299881122485,7.615632244407893,26389862125.810528,0.008069069603093584,2.0868510382111223e-08
4.904516349733778,15.781891885452197,27380372662.412884,0.003683103246802125,1.1790421800430426e-06
4.277924711901288,43.95378835996681,31097152454.409573,0.0004801295886689788,1.2837739159055953e-05
9.86759001136387,23.4688463248372,31233828557.87929,0.0023844013395584993,3.890185660021243e-05
9.958195663493122,7.80221502757699,28666645588.865845,0.0035483774827345113,9.821382479883627e-06
5.80839045827663,23.47683505975123,20304903797.23039,0.004786716475014734,3.579834107393931e-06
7.786238835502824,7.457170903566103,24103246649.712883,0.0071685737628878945,2.0654536692592572e-06
4.521781085942437,47.01436930511916,21210849517.901173,0.0009122884179843166,1.3225658420099137e-05
2.4064779318549405,48.039717487971515,22307926349.57724,0.0017905174947156106,5.25205164078445e-07
2.0542611839584115,28.61527824935859,30614709985.676212,0.00527208904467264,4.110990820114879e-08
8.342484470002823,26.909665235281118,33294375957.885067,0.008242482967372832,6.184431233577334e-06
9.344693872196487,23.36448010607231,22149993073.31721,0.0024221202273924615,4.324002388001445e-05
3.0252173242087963,24.276980759828938,24370239522.815266,0.007315326474350449,1.4851361126213499e-07
7.17408836396321,48.61813437798734,27916530713.34814,0.0028326855038468294,2.1205286771623695e-05
6.028784851352385,9.731981301387068,27958855375.23836,0.004597783970752425,1.3022406215192154e-06
3.001889584700149,44.4980023916674,24707958754.21854,0.0010626146661837834,1.7920308326892087e-06
4.506064928979956,41.20994308048491,31085345853.545944,0.002210851712953667,3.2189576112491514e-06
